genres,description,book_name,book_authors,book_desc,book_pages,book_rating,book_rating_count,book_review_count,genres,image_url
History,"The internationally renowned novel about the life and death of Jesus Christ.Hailed as a masterpiece by critics worldwide, The Last Temptation of Christ is a monumental reinterpretation of the Gospels that brilliantly fleshes out Christ’s Passion. This literary rendering of the life of Jesus Christ has courted controversy since its publication by depicting a Christ far more human than the one seen in the Bible. He is a figure who is gloriously divine but earthy and human, a man like any other—subject to fear, doubt, and pain. In elegant, thoughtful prose Nikos Kazantzakis, one of the greats of modern literature, follows this Jesus as he struggles to live out God’s will for him, powerfully suggesting that it was Christ’s ultimate triumph over his flawed humanity, when he gave up the temptation to run from the cross and willingly laid down his life for mankind, that truly made him the venerable redeemer of men. “Spiritual dynamite.” —San Francisco Chronicle “A searing, soaring, shocking novel.” —Time Nikos Kazantzakis|Nikos Kazantzakis|Peter A. Bien Fiction|Religion|Classics|Literature|Historical|Historical Fiction",The Last Temptation of Christ,Nikos Kazantzakis|Nikos Kazantzakis|Peter A. Bien,"The internationally renowned novel about the life and death of Jesus Christ.Hailed as a masterpiece by critics worldwide, The Last Temptation of Christ is a monumental reinterpretation of the Gospels that brilliantly fleshes out Christ’s Passion. This literary rendering of the life of Jesus Christ has courted controversy since its publication by depicting a Christ far more human than the one seen in the Bible. He is a figure who is gloriously divine but earthy and human, a man like any other—subject to fear, doubt, and pain. In elegant, thoughtful prose Nikos Kazantzakis, one of the greats of modern literature, follows this Jesus as he struggles to live out God’s will for him, powerfully suggesting that it was Christ’s ultimate triumph over his flawed humanity, when he gave up the temptation to run from the cross and willingly laid down his life for mankind, that truly made him the venerable redeemer of men. “Spiritual dynamite.” —San Francisco Chronicle “A searing, soaring, shocking novel.” —Time",506 pages,4.15,10570,670,Fiction|Religion|Classics|Literature|Historical|Historical Fiction,https://images.gr-assets.com/books/1481512264l/8737.jpg
Cultural,"In the grand storytelling style that is his signature, James Michener sweeps us back through time to the very beginnings of the Jewish faith, thousands of years ago. Through the predecessors of four modern men and women, we experience the entire colorful history of the Jews, including the life of the early Hebrews and their persecutions, the impact of Christianity, the Crusades, and the Spanish Inquisition, all the way to the founding of present-day Israel and the Middle-East conflict.""A sweeping chronology filled with excitement.""THE PHILADELPHIA INQUIRER James A. Michener Historical|Historical Fiction|Fiction|Historical|Religion|Cultural|Israel",The Source,James A. Michener,"In the grand storytelling style that is his signature, James Michener sweeps us back through time to the very beginnings of the Jewish faith, thousands of years ago. Through the predecessors of four modern men and women, we experience the entire colorful history of the Jews, including the life of the early Hebrews and their persecutions, the impact of Christianity, the Crusades, and the Spanish Inquisition, all the way to the founding of present-day Israel and the Middle-East conflict.""A sweeping chronology filled with excitement.""THE PHILADELPHIA INQUIRER",1104 pages,4.3,35578,1241,Historical|Historical Fiction|Fiction|Historical|Religion|Cultural|Israel,https://images.gr-assets.com/books/1412531751l/12657.jpg
Childrens,"Boys don’t keep diaries—or do they?The launch of an exciting and innovatively illustrated new series narrated by an unforgettable kid every family can relate toIt’s a new school year, and Greg Heffley finds himself thrust into middle school, where undersized weaklings share the hallways with kids who are taller, meaner, and already shaving. The hazards of growing up before you’re ready are uniquely revealed through words and drawings as Greg records them in his diary.In book one of this debut series, Greg is happy to have Rowley, his sidekick, along for the ride. But when Rowley’s star starts to rise, Greg tries to use his best friend’s newfound popularity to his own advantage, kicking off a chain of events that will test their friendship in hilarious fashion.Author/illustrator Jeff Kinney recalls the growing pains of school life and introduces a new kind of hero who epitomizes the challenges of being a kid. As Greg says in his diary, “Just don’t expect me to be all ‘Dear Diary’ this and ‘Dear Diary’ that.” Luckily for us, what Greg Heffley says he won’t do and what he actually does are two very different things.Since its launch in May 2004 on Funbrain.com, the Web version of Diary of a Wimpy Kid has been viewed by 20 million unique online readers. This year, it is averaging 70,000 readers a day.F&P level: T Jeff Kinney Humor|Fiction|Childrens|Realistic Fiction|Young Adult",Diary of a Wimpy Kid,Jeff Kinney,"Boys don’t keep diaries—or do they?The launch of an exciting and innovatively illustrated new series narrated by an unforgettable kid every family can relate toIt’s a new school year, and Greg Heffley finds himself thrust into middle school, where undersized weaklings share the hallways with kids who are taller, meaner, and already shaving. The hazards of growing up before you’re ready are uniquely revealed through words and drawings as Greg records them in his diary.In book one of this debut series, Greg is happy to have Rowley, his sidekick, along for the ride. But when Rowley’s star starts to rise, Greg tries to use his best friend’s newfound popularity to his own advantage, kicking off a chain of events that will test their friendship in hilarious fashion.Author/illustrator Jeff Kinney recalls the growing pains of school life and introduces a new kind of hero who epitomizes the challenges of being a kid. As Greg says in his diary, “Just don’t expect me to be all ‘Dear Diary’ this and ‘Dear Diary’ that.” Luckily for us, what Greg Heffley says he won’t do and what he actually does are two very different things.Since its launch in May 2004 on Funbrain.com, the Web version of Diary of a Wimpy Kid has been viewed by 20 million unique online readers. This year, it is averaging 70,000 readers a day.F&P level: T",217 pages,3.97,309383,15033,Humor|Fiction|Childrens|Realistic Fiction|Young Adult,https://images.gr-assets.com/books/1388183826l/389627.jpg
Romance,"My disease is as rare as it is famous. Basically, I’m allergic to the world. I don’t leave my house, have not left my house in seventeen years. The only people I ever see are my mom and my nurse, Carla.But then one day, a moving truck arrives next door. I look out my window, and I see him. He’s tall, lean and wearing all black—black T-shirt, black jeans, black sneakers, and a black knit cap that covers his hair completely. He catches me looking and stares at me. I stare right back. His name is Olly.Maybe we can’t predict the future, but we can predict some things. For example, I am certainly going to fall in love with Olly. It’s almost certainly going to be a disaster. Nicola Yoon|David Yoon Young Adult|Contemporary|Romance|Fiction","Everything, Everything",Nicola Yoon|David Yoon,"My disease is as rare as it is famous. Basically, I’m allergic to the world. I don’t leave my house, have not left my house in seventeen years. The only people I ever see are my mom and my nurse, Carla.But then one day, a moving truck arrives next door. I look out my window, and I see him. He’s tall, lean and wearing all black—black T-shirt, black jeans, black sneakers, and a black knit cap that covers his hair completely. He catches me looking and stares at me. I stare right back. His name is Olly.Maybe we can’t predict the future, but we can predict some things. For example, I am certainly going to fall in love with Olly. It’s almost certainly going to be a disaster.",307 pages,4.09,248637,31876,Young Adult|Contemporary|Romance|Fiction,https://images.gr-assets.com/books/1450515891l/18692431.jpg
History,"Pulitzer Prize Winner (1998)In American Pastoral, Philip Roth gives us a novel of unqualified greatness that is an elegy for all the twentieth century's promises of prosperity, civic order, and domestic bliss. Roth's protagonist is Seymour 'Swede' Levov - a legendary high school athlete, a devoted family man, a hard worker, the prosperous inheritor of his father's Newark glove factory - comes of age in thriving, triumphant post-war America. And then one day in 1968, Swede's beautiful American luck deserts him.For Swede's adored daughter, Merry, has grown from a loving, quick-witted girl into a sullen, fanatical teenager - a teenager capable of an outlandishly savage act of political terrorism. And overnight Swede is wrenched out of the longed-for American pastoral and into the indigenous American berserk. Compulsively readable, propelled by sorrow, rage, and a deep compassion for its characters, this is Roth's masterpiece. Philip Roth Fiction|Classics|Literature|Novels",American Pastoral,Philip Roth,"Pulitzer Prize Winner (1998)In American Pastoral, Philip Roth gives us a novel of unqualified greatness that is an elegy for all the twentieth century's promises of prosperity, civic order, and domestic bliss. Roth's protagonist is Seymour 'Swede' Levov - a legendary high school athlete, a devoted family man, a hard worker, the prosperous inheritor of his father's Newark glove factory - comes of age in thriving, triumphant post-war America. And then one day in 1968, Swede's beautiful American luck deserts him.For Swede's adored daughter, Merry, has grown from a loving, quick-witted girl into a sullen, fanatical teenager - a teenager capable of an outlandishly savage act of political terrorism. And overnight Swede is wrenched out of the longed-for American pastoral and into the indigenous American berserk. Compulsively readable, propelled by sorrow, rage, and a deep compassion for its characters, this is Roth's masterpiece.",432 pages,3.92,51733,3753,Fiction|Classics|Literature|Novels,https://images.gr-assets.com/books/1504801263l/11650.jpg
Horror,"Clive Barker has made his mark on modern fiction by exposing all that is surreal and magical in the ordinary world --- and exploring the profound and overwhelming terror that results. With its volatile mix of the fantastical and the contemporary, the everyday and the otherworldly, Weaveworld is an epic work of dark fantasy and horror -- a tour de force from one of today's most forceful and imaginative artists.Barker turns from his usual horror to epic-length fantasy for this account of the Fugue, a magical land inhabited by descendants of supernatural beings who once shared the earth with humans. The Fugue has been woven into a carpet for protection against those who would destroy it; the death of its guardian occasions a battle between good and particularly repulsive evil forces for control of the Fugue. Weaveworld is rich with memorable characters, exciting situations, and pockets of Barker's trademark horror. Clive Barker Fantasy|Horror|Fiction|Fantasy|Dark Fantasy|Science Fiction Fantasy|Fantasy|Urban Fantasy|Science Fiction|Thriller|Fantasy|Magic|Novels",Weaveworld,Clive Barker,"Clive Barker has made his mark on modern fiction by exposing all that is surreal and magical in the ordinary world --- and exploring the profound and overwhelming terror that results. With its volatile mix of the fantastical and the contemporary, the everyday and the otherworldly, Weaveworld is an epic work of dark fantasy and horror -- a tour de force from one of today's most forceful and imaginative artists.Barker turns from his usual horror to epic-length fantasy for this account of the Fugue, a magical land inhabited by descendants of supernatural beings who once shared the earth with humans. The Fugue has been woven into a carpet for protection against those who would destroy it; the death of its guardian occasions a battle between good and particularly repulsive evil forces for control of the Fugue. Weaveworld is rich with memorable characters, exciting situations, and pockets of Barker's trademark horror.",721 pages,4.13,25265,977,Fantasy|Horror|Fiction|Fantasy|Dark Fantasy|Science Fiction Fantasy|Fantasy|Urban Fantasy|Science Fiction|Thriller|Fantasy|Magic|Novels,https://images.gr-assets.com/books/1329374451l/52640.jpg
History,"2 cassettes / 2 hoursRead by F. Murray Abraham""Allah!""With that shrill cry, three Muslim terrorists blow up a key Soviet oil complex, creating a critical oil shortage that threatens the stability of the USSR.To offer the effects of this disaster, members of the Politburo and the KGB devise a brilliant plan of diplomatic trickery - a sequence of events designed to pit the NATO allies against each other - a distraction calculated to enable the Soviets to seize all the oil in the Persian Gulf.But as this spellbinding story of international intrigue and global politics nears its climax, the Soviets are faced with another prospect, one they hadn't planned on: a full-scale conflict in which nobody can win. Tom Clancy Fiction|Thriller|War|Military Fiction|War",Red Storm Rising,Tom Clancy,"2 cassettes / 2 hoursRead by F. Murray Abraham""Allah!""With that shrill cry, three Muslim terrorists blow up a key Soviet oil complex, creating a critical oil shortage that threatens the stability of the USSR.To offer the effects of this disaster, members of the Politburo and the KGB devise a brilliant plan of diplomatic trickery - a sequence of events designed to pit the NATO allies against each other - a distraction calculated to enable the Soviets to seize all the oil in the Persian Gulf.But as this spellbinding story of international intrigue and global politics nears its climax, the Soviets are faced with another prospect, one they hadn't planned on: a full-scale conflict in which nobody can win.",,4.15,63105,956,Fiction|Thriller|War|Military Fiction|War,https://images.gr-assets.com/books/1173729031l/318525.jpg
Classical,"The Collected Poems of W. B. Yeats includes all of the poems authorized by Yeats for inclusion in his standard canon. Breathtaking in range, it encompasses the entire arc of his career, from luminous reworking of ancient Irish myths and legends to passionate meditations on the demands and rewards of youth and old age, from exquisite, occasionally whimsical songs of love, nature, and art to somber and angry poems of life in a nation torn by war and uprising. In observing the development of rich and recurring images and themes over the course of his body of work, we can trace the quest of this century's greatest poet to unite intellect and artistry in a single magnificent vision.Revised and corrected, this edition includes Yeat's own notes on his poetry, complemented by explanatory notes from esteemed Yeats scholar Richard J. Finneran. The Collected Poems of W. B. Yeats is the most comprehensive edition of one of the world's most beloved poets available in paperback. W.B. Yeats|Richard J. Finneran Poetry|Classics|European Literature|Irish Literature|Cultural|Ireland|Literature|Fiction",The Collected Poems of W.B. Yeats,W.B. Yeats|Richard J. Finneran,"The Collected Poems of W. B. Yeats includes all of the poems authorized by Yeats for inclusion in his standard canon. Breathtaking in range, it encompasses the entire arc of his career, from luminous reworking of ancient Irish myths and legends to passionate meditations on the demands and rewards of youth and old age, from exquisite, occasionally whimsical songs of love, nature, and art to somber and angry poems of life in a nation torn by war and uprising. In observing the development of rich and recurring images and themes over the course of his body of work, we can trace the quest of this century's greatest poet to unite intellect and artistry in a single magnificent vision.Revised and corrected, this edition includes Yeat's own notes on his poetry, complemented by explanatory notes from esteemed Yeats scholar Richard J. Finneran. The Collected Poems of W. B. Yeats is the most comprehensive edition of one of the world's most beloved poets available in paperback.",544 pages,4.25,32158,367,Poetry|Classics|European Literature|Irish Literature|Cultural|Ireland|Literature|Fiction,https://images.gr-assets.com/books/1436919797l/53022.jpg
Fantasy,"All year the half-bloods have been preparing for battle against the Titans, knowing the odds of victory are grim. Kronos's army is stronger than ever, and with every god and half-blood he recruits, the evil Titan's power only grows. While the Olympians struggle to contain the rampaging monster Typhon, Kronos begins his advance on New York City, where Mount Olympus stands virtually unguarded. Now it's up to Percy Jackson and an army of young demigods to stop the Lord of Time. In this momentous final book in the New York Times best-selling Percy Jackson and the Olympians series, the long-awaited prophecy surrounding Percy's sixteenth birthday unfolds. And as the battle for Western civilization rages on the streets of Manhattan, Percy faces a terrifying suspicion that he may be fighting against his own fate. Rick Riordan Fantasy|Young Adult|Fantasy|Mythology",The Last Olympian,Rick Riordan,"All year the half-bloods have been preparing for battle against the Titans, knowing the odds of victory are grim. Kronos's army is stronger than ever, and with every god and half-blood he recruits, the evil Titan's power only grows. While the Olympians struggle to contain the rampaging monster Typhon, Kronos begins his advance on New York City, where Mount Olympus stands virtually unguarded. Now it's up to Percy Jackson and an army of young demigods to stop the Lord of Time. In this momentous final book in the New York Times best-selling Percy Jackson and the Olympians series, the long-awaited prophecy surrounding Percy's sixteenth birthday unfolds. And as the battle for Western civilization rages on the streets of Manhattan, Percy faces a terrifying suspicion that he may be fighting against his own fate.",381 pages,4.5,553774,19498,Fantasy|Young Adult|Fantasy|Mythology,https://images.gr-assets.com/books/1519022209l/4556058.jpg
Fantasy,"In the city of Imardin, where those who wield magic wield power, a young street-girl, adopted by the Magician's Guild, finds herself at the centre of a terrible plot that may destroy the entire world...Sonea has learned much at the magicians' guild and the other novices now treat her with a grudging respect. But she cannot forget what she witnessed in the High Lord's underground room - or his warning that the realm's ancient enemy is growing in power once more. As Sonea learns more, she begins to doubt her guildmaster's word. Could the truth really be as terrifying as Akkarin claims, or is he trying to trick her into assisting in some unspeakably dark scheme? Trudi Canavan Fantasy|Fantasy|Magic|Young Adult|Fiction|Fantasy|High Fantasy",The High Lord,Trudi Canavan,"In the city of Imardin, where those who wield magic wield power, a young street-girl, adopted by the Magician's Guild, finds herself at the centre of a terrible plot that may destroy the entire world...Sonea has learned much at the magicians' guild and the other novices now treat her with a grudging respect. But she cannot forget what she witnessed in the High Lord's underground room - or his warning that the realm's ancient enemy is growing in power once more. As Sonea learns more, she begins to doubt her guildmaster's word. Could the truth really be as terrifying as Akkarin claims, or is he trying to trick her into assisting in some unspeakably dark scheme?",647 pages,4.15,42520,1351,Fantasy|Fantasy|Magic|Young Adult|Fiction|Fantasy|High Fantasy,https://images.gr-assets.com/books/1327357942l/28251.jpg
Childrens,"Alternate Cover Edition ISBN 0375869026 (ISBN13: 9780375869020)I won’t describe what I look like. Whatever you’re thinking, it’s probably worse. August Pullman was born with a facial difference that, up until now, has prevented him from going to a mainstream school. Starting 5th grade at Beecher Prep, he wants nothing more than to be treated as an ordinary kid—but his new classmates can’t get past Auggie’s extraordinary face. WONDER, now a #1 New York Times bestseller and included on the Texas Bluebonnet Award master list, begins from Auggie’s point of view, but soon switches to include his classmates, his sister, her boyfriend, and others. These perspectives converge in a portrait of one community’s struggle with empathy, compassion, and acceptance. R.J. Palacio Young Adult|Fiction|Realistic Fiction|Contemporary|Childrens|Middle Grade",Wonder,R.J. Palacio,"Alternate Cover Edition ISBN 0375869026 (ISBN13: 9780375869020)I won’t describe what I look like. Whatever you’re thinking, it’s probably worse. August Pullman was born with a facial difference that, up until now, has prevented him from going to a mainstream school. Starting 5th grade at Beecher Prep, he wants nothing more than to be treated as an ordinary kid—but his new classmates can’t get past Auggie’s extraordinary face. WONDER, now a #1 New York Times bestseller and included on the Texas Bluebonnet Award master list, begins from Auggie’s point of view, but soon switches to include his classmates, his sister, her boyfriend, and others. These perspectives converge in a portrait of one community’s struggle with empathy, compassion, and acceptance.",316 pages,4.45,539734,57182,Young Adult|Fiction|Realistic Fiction|Contemporary|Childrens|Middle Grade,https://images.gr-assets.com/books/1309285027l/11387515.jpg
History,"William Stoner is born at the end of the nineteenth century into a dirt-poor Missouri farming family. Sent to the state university to study agronomy, he instead falls in love with English literature and embraces a scholar’s life, so different from the hardscrabble existence he has known. And yet as the years pass, Stoner encounters a succession of disappointments: marriage into a “proper” family estranges him from his parents; his career is stymied; his wife and daughter turn coldly away from him; a transforming experience of new love ends under threat of scandal. Driven ever deeper within himself, Stoner rediscovers the stoic silence of his forebears and confronts an essential solitude.John Williams’s luminous and deeply moving novel is a work of quiet perfection. William Stoner emerges from it not only as an archetypal American, but as an unlikely existential hero, standing, like a figure in a painting by Edward Hopper, in stark relief against an unforgiving world. John Williams|John McGahern Fiction|Classics|Literature|Novels",Stoner,John Williams|John McGahern,"William Stoner is born at the end of the nineteenth century into a dirt-poor Missouri farming family. Sent to the state university to study agronomy, he instead falls in love with English literature and embraces a scholar’s life, so different from the hardscrabble existence he has known. And yet as the years pass, Stoner encounters a succession of disappointments: marriage into a “proper” family estranges him from his parents; his career is stymied; his wife and daughter turn coldly away from him; a transforming experience of new love ends under threat of scandal. Driven ever deeper within himself, Stoner rediscovers the stoic silence of his forebears and confronts an essential solitude.John Williams’s luminous and deeply moving novel is a work of quiet perfection. William Stoner emerges from it not only as an archetypal American, but as an unlikely existential hero, standing, like a figure in a painting by Edward Hopper, in stark relief against an unforgiving world.",278 pages,4.29,70117,8469,Fiction|Classics|Literature|Novels,https://images.gr-assets.com/books/1320600716l/166997.jpg
Fantasy,"As Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge, Bella once again finds herself surrounded by danger. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob - knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella has one more decision to make: life or death. But which is which? Stephenie Meyer Young Adult|Fantasy|Romance|Paranormal|Vampires|Fiction",Eclipse,Stephenie Meyer,"As Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge, Bella once again finds herself surrounded by danger. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob - knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella has one more decision to make: life or death. But which is which?",629 pages,3.69,1245595,36083,Young Adult|Fantasy|Romance|Paranormal|Vampires|Fiction,https://images.gr-assets.com/books/1361038355l/428263.jpg
Horror,"The wait is over. dig into the feast...In the town of Morganville, vampires and humans live in relative peace. Student Claire Danvers has never been convinced, though, especially with the arrival of Mr. Bishop, an ancient, old-school vampire who cares nothing about harmony. What he wants from the town's living and its dead is unthinkably sinister. It's only at a formal ball, attended by vampires and their human dates, that Claire realizes the elaborately evil trap he's set for Morganville. Rachel Caine Paranormal|Vampires|Young Adult|Fantasy|Paranormal|Fantasy|Fantasy|Urban Fantasy",Feast of Fools,Rachel Caine,"The wait is over. dig into the feast...In the town of Morganville, vampires and humans live in relative peace. Student Claire Danvers has never been convinced, though, especially with the arrival of Mr. Bishop, an ancient, old-school vampire who cares nothing about harmony. What he wants from the town's living and its dead is unthinkably sinister. It's only at a formal ball, attended by vampires and their human dates, that Claire realizes the elaborately evil trap he's set for Morganville.",242 pages,4.17,48009,1271,Paranormal|Vampires|Young Adult|Fantasy|Paranormal|Fantasy|Fantasy|Urban Fantasy,https://images.gr-assets.com/books/1388182868l/2295829.jpg
Nonfiction,"Bestselling author Barbara Kingsolver returns with her first nonfiction narrative that will open your eyes in a hundred new ways to an old truth: You are what you eat. ""As the U.S. population made an unprecedented mad dash for the Sun Belt, one carload of us paddled against the tide, heading for the Promised Land where water falls from the sky and green stuff grows all around. We were about to begin the adventure of realigning our lives with our food chain. ""Naturally, our first stop was to buy junk food and fossil fuel..."" Hang on for the ride: With characteristic poetry and pluck, Barbara Kingsolver and her family sweep readers along on their journey away from the industrial-food pipeline to a rural life in which they vow to buy only food raised in their own neighborhood, grow it themselves, or learn to live without it. Their good-humored search yields surprising discoveries about turkey sex life and overly zealous zucchini plants, en route to a food culture that's better for the neighborhood and also better on the table. Part memoir, part journalistic investigation, Animal, Vegetable, Miracle makes a passionate case for putting the kitchen back at the center of family life and diversified farms at the center of the American diet. ""This is the story of a year in which we made every attempt to feed ourselves animals and vegetables whose provenance we really knew . . . and of how our family was changed by our first year of deliberately eating food produced from the same place where we worked, went to school, loved our neighbors, drank the water, and breathed the air."" Barbara Kingsolver|Steven L. Hopp|Camille Kingsolver|Richard A. Houser Nonfiction|Food and Drink|Food|Autobiography|Memoir|Environment|Nature|Food and Drink|Cookbooks","Animal, Vegetable, Miracle: A Year of Food Life",Barbara Kingsolver|Steven L. Hopp|Camille Kingsolver|Richard A. Houser,"Bestselling author Barbara Kingsolver returns with her first nonfiction narrative that will open your eyes in a hundred new ways to an old truth: You are what you eat. ""As the U.S. population made an unprecedented mad dash for the Sun Belt, one carload of us paddled against the tide, heading for the Promised Land where water falls from the sky and green stuff grows all around. We were about to begin the adventure of realigning our lives with our food chain. ""Naturally, our first stop was to buy junk food and fossil fuel..."" Hang on for the ride: With characteristic poetry and pluck, Barbara Kingsolver and her family sweep readers along on their journey away from the industrial-food pipeline to a rural life in which they vow to buy only food raised in their own neighborhood, grow it themselves, or learn to live without it. Their good-humored search yields surprising discoveries about turkey sex life and overly zealous zucchini plants, en route to a food culture that's better for the neighborhood and also better on the table. Part memoir, part journalistic investigation, Animal, Vegetable, Miracle makes a passionate case for putting the kitchen back at the center of family life and diversified farms at the center of the American diet. ""This is the story of a year in which we made every attempt to feed ourselves animals and vegetables whose provenance we really knew . . . and of how our family was changed by our first year of deliberately eating food produced from the same place where we worked, went to school, loved our neighbors, drank the water, and breathed the air.""",370 pages,4.04,91282,10427,Nonfiction|Food and Drink|Food|Autobiography|Memoir|Environment|Nature|Food and Drink|Cookbooks,https://images.gr-assets.com/books/1480104279l/25460.jpg
Romance,"Seventeen-year-old Bianca Piper is cynical and loyal, and she doesn’t think she’s the prettiest of her friends by a long shot. She’s also way too smart to fall for the charms of man-slut and slimy school hottie Wesley Rush. In fact, Bianca hates him. And when he nicknames her “the Duff,” she throws her Coke in his face. But things aren’t so great at home right now, and Bianca is desperate for a distraction. She ends up kissing Wesley. Worse, she likes it. Eager for escape, Bianca throws herself into a closeted enemies-with-benefits relationship with him. Until it all goes horribly awry. It turns out Wesley isn’t such a bad listener, and his life is pretty screwed up, too. Suddenly Bianca realizes with absolute horror that she’s falling for the guy she thought she hated more than anyone. Kody Keplinger Young Adult|Contemporary|Romance|Fiction|Womens Fiction|Chick Lit|Realistic Fiction|Young Adult|High School|Young Adult|Teen|Young Adult|Young Adult Contemporary|Romance|Contemporary Romance",The DUFF: Designated Ugly Fat Friend,Kody Keplinger,"Seventeen-year-old Bianca Piper is cynical and loyal, and she doesn’t think she’s the prettiest of her friends by a long shot. She’s also way too smart to fall for the charms of man-slut and slimy school hottie Wesley Rush. In fact, Bianca hates him. And when he nicknames her “the Duff,” she throws her Coke in his face. But things aren’t so great at home right now, and Bianca is desperate for a distraction. She ends up kissing Wesley. Worse, she likes it. Eager for escape, Bianca throws herself into a closeted enemies-with-benefits relationship with him. Until it all goes horribly awry. It turns out Wesley isn’t such a bad listener, and his life is pretty screwed up, too. Suddenly Bianca realizes with absolute horror that she’s falling for the guy she thought she hated more than anyone.",280 pages,3.84,163533,11693,Young Adult|Contemporary|Romance|Fiction|Womens Fiction|Chick Lit|Realistic Fiction|Young Adult|High School|Young Adult|Teen|Young Adult|Young Adult Contemporary|Romance|Contemporary Romance,https://images.gr-assets.com/books/1271108843l/6931356.jpg
History,"A glorious novel of the controversial Richard III - a monarch betrayed in life by his allies and betrayed in death by history.In this beautifully rendered modern classic, Sharon Kay Penman redeems Richard III - vilified as the bitter, twisted, scheming hunchback who murdered his nephews, the princes in the Tower - from his maligned place in history with a dazzling combination of research and storytelling. Born into the treacherous courts of fifteenth-century England, in the midst of what history has called The War of the Roses, Richard was raised in the shadow of his charismatic brother, King Edward IV. Loyal to his friends and passionately in love with the one woman who was denied him, Richard emerges as a gifted man far more sinned against than sinning. This magnificent retelling of his life is filled with all of the sights and sounds of battle, the customs and lore of the fifteenth century, the rigors of court politics, and the passions and prejudices of royalty. Sharon Kay Penman Historical|Historical Fiction|Fiction|Historical|Historical|Medieval|European Literature|British Literature",The Sunne in Splendour,Sharon Kay Penman,"A glorious novel of the controversial Richard III - a monarch betrayed in life by his allies and betrayed in death by history.In this beautifully rendered modern classic, Sharon Kay Penman redeems Richard III - vilified as the bitter, twisted, scheming hunchback who murdered his nephews, the princes in the Tower - from his maligned place in history with a dazzling combination of research and storytelling. Born into the treacherous courts of fifteenth-century England, in the midst of what history has called The War of the Roses, Richard was raised in the shadow of his charismatic brother, King Edward IV. Loyal to his friends and passionately in love with the one woman who was denied him, Richard emerges as a gifted man far more sinned against than sinning. This magnificent retelling of his life is filled with all of the sights and sounds of battle, the customs and lore of the fifteenth century, the rigors of court politics, and the passions and prejudices of royalty.",936 pages,4.41,17816,1134,Historical|Historical Fiction|Fiction|Historical|Historical|Medieval|European Literature|British Literature,https://images.gr-assets.com/books/1361649213l/119829.jpg
Horror,"Evie’s always thought of herself as a normal teenager, even though she works for the International Paranormal Containment Agency, her ex-boyfriend is a faerie, she’s falling for a shape-shifter, and she’s the only person who can see through supernatural glamours.She’s also about to find out that she may be at the center of a dark faerie prophecy promising destruction to all paranormal creatures.So much for normal. Kiersten White Young Adult|Fantasy|Paranormal|Fantasy|Romance|Paranormal|Vampires",Paranormalcy,Kiersten White,"Evie’s always thought of herself as a normal teenager, even though she works for the International Paranormal Containment Agency, her ex-boyfriend is a faerie, she’s falling for a shape-shifter, and she’s the only person who can see through supernatural glamours.She’s also about to find out that she may be at the center of a dark faerie prophecy promising destruction to all paranormal creatures.So much for normal.",335 pages,3.91,86786,5969,Young Adult|Fantasy|Paranormal|Fantasy|Romance|Paranormal|Vampires,https://images.gr-assets.com/books/1496938681l/7719245.jpg
